istochnik,kanal,data_kommunikacii,id_kommunikacii,nazvanie_kommunikacii,tekst_kommunikacii,brand,target,sent,delivered,opened,clicked,unsubscribed
KNT CRM,Внутренние СМС,2023-06-18,732,20768 | Поздравление с Днем медицинского работника | Терапевты МП и руководители Беларусь . Поздравление | 18.06.2023,Вы–герои! Спасаете и дарите надежду. Благодарим и поздравляем с профессиональным праздником! Ваша команда «Биннофарм Групп» bphg.me/wi7jf7,Поздравление с Днем медицинского работника,Терапевты,26,25,8,8,0
KNT CRM,Внутренние СМС,2023-06-21,738,20607 | Максилак | Педиатры Казахстан . Продукт | 21.06.2023,Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/hPfXo2,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-21,738,20607 | Максилак | Педиатры Казахстан . Продукт | 21.06.2023,Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/hPfXo2,Максилак,Педиатры,132,131,16,16,0
KNT CRM,Внутренние СМС,2023-06-21,739,20607 | Максилак | Терапевты Казахстан . Продукт | 21.06.2023,Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/HVSvFm,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-21,739,20607 | Максилак | Терапевты Казахстан . Продукт | 21.06.2023,Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/HVSvFm,Максилак,Терапевты,438,425,32,32,0
KNT CRM,Внутренние СМС,2023-06-24,747,21060 | Венарус | Аптека МП и руководители Казахстан . Продукт | 24.06.2023,Таинство рождения препарата ВЕНАРУС: интерактивная экскурсия на производство. Будьте уверены в высоком качестве препарата bphg.me/8wXMHq,Венарус,Аптека,936,904,42,42,0
KNT CRM,Внутренние СМС,2023-06-24,747,21060 | Венарус | Аптека МП и руководители Казахстан . Продукт | 24.06.2023,Таинство рождения препарата ВЕНАРУС: интерактивная экскурсия на производство. Будьте уверены в высоком качестве препарата bphg.me/8wXMHq,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-24,748,21060 | Венарус | Аптека МП и руководители Беларусь . Продукт | 24.06.2023,Таинство рождения препарата ВЕНАРУС: интерактивная экскурсия на производство. Будьте уверены в высоком качестве препарата bphg.me/F0TsjY,Венарус,Аптека,324,318,34,34,0
KNT CRM,Внутренние СМС,2023-06-24,748,21060 | Венарус | Аптека МП и руководители Беларусь . Продукт | 24.06.2023,Таинство рождения препарата ВЕНАРУС: интерактивная экскурсия на производство. Будьте уверены в высоком качестве препарата bphg.me/F0TsjY,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-26,749,20786 | Альфаксим | Терапевты и МП Россия . Продукт | 26.06.2023,Рефрактерное течение СРК. Практическое руководство: психолог — гастроэнтерологу. Смотрите видеообзор от экспертов bphg.me/2mpBdp,Альфаксим,Педиатры,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-26,749,20786 | Альфаксим | Терапевты и МП Россия . Продукт | 26.06.2023,Рефрактерное течение СРК. Практическое руководство: психолог — гастроэнтерологу. Смотрите видеообзор от экспертов bphg.me/2mpBdp,Альфаксим,Ревматологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-26,749,20786 | Альфаксим | Терапевты и МП Россия . Продукт | 26.06.2023,Рефрактерное течение СРК. Практическое руководство: психолог — гастроэнтерологу. Смотрите видеообзор от экспертов bphg.me/2mpBdp,Альфаксим,Терапевты,621,602,38,38,0
KNT CRM,Внутренние СМС,2023-06-26,750,20599 | Альбендазол | Педиатры и МП Россия . Продукт | 26.06.2023,Нюансы выбора метода диагностики энтеробиоза: что важно знать педиатру? Читайте краткий обзор bphg.me/p5Adw6,Альбендазол,Гастроэнтерологи,2,2,0,0,0
KNT CRM,Внутренние СМС,2023-06-26,750,20599 | Альбендазол | Педиатры и МП Россия . Продукт | 26.06.2023,Нюансы выбора метода диагностики энтеробиоза: что важно знать педиатру? Читайте краткий обзор bphg.me/p5Adw6,Альбендазол,Педиатры,11397,11038,790,790,0
KNT CRM,Внутренние СМС,2023-06-26,750,20599 | Альбендазол | Педиатры и МП Россия . Продукт | 26.06.2023,Нюансы выбора метода диагностики энтеробиоза: что важно знать педиатру? Читайте краткий обзор bphg.me/p5Adw6,Альбендазол,Терапевты,5,4,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,435,Лотерея | Чат бот | Отправка значения купона в смс,"{{GivenNameSurname}}, ваш код участия: {{CouponValue}}",No Brand,Аптека,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,754,"21063 | Максилак | Педиатры, МП и руководители Армения . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/R3BF3Y,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,754,"21063 | Максилак | Педиатры, МП и руководители Армения . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/R3BF3Y,Максилак,Педиатры,73,72,15,15,0
KNT CRM,Внутренние СМС,2023-06-27,755,"21063 | Максилак | Педиатры, МП и руководители Казахстан . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/7kkeya,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,755,"21063 | Максилак | Педиатры, МП и руководители Казахстан . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/7kkeya,Максилак,Педиатры,132,131,22,22,0
KNT CRM,Внутренние СМС,2023-06-27,756,"21063 | Максилак | Педиатры, МП и руководители Беларусь . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/NkX8VX,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,756,"21063 | Максилак | Педиатры, МП и руководители Беларусь . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/NkX8VX,Максилак,Педиатры,234,230,32,32,0
KNT CRM,Внутренние СМС,2023-06-27,757,"21063 | Максилак | Терапевты, МП и руководители Армения . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/u8cW0E,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,757,"21063 | Максилак | Терапевты, МП и руководители Армения . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/u8cW0E,Максилак,Терапевты,36,35,7,7,0
KNT CRM,Внутренние СМС,2023-06-27,758,"21063 | Максилак | Терапевты, МП и руководители Казахстан . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/GsSWcW,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,758,"21063 | Максилак | Терапевты, МП и руководители Казахстан . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/GsSWcW,Максилак,Терапевты,438,424,25,25,0
KNT CRM,Внутренние СМС,2023-06-27,759,"21063 | Максилак | Терапевты, МП и руководители Беларусь . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/bQKKa5,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-27,759,"21063 | Максилак | Терапевты, МП и руководители Беларусь . Продукт | 27.06.2023",Про кишечные инфекции у детей за 2 минуты. Гастроэнтеролог-педиатру: смотрите видео без регистрации bphg.me/bQKKa5,Максилак,Терапевты,26,26,10,10,0
KNT CRM,Внутренние СМС,2023-06-28,762,20892 |  Венарус | Аптека Россия . Продукт | 28.06.2023,Сезон коротких юбок и открытых ног в разгаре! Делимся алгоритмом рекомендаций венотоников при варикозе! bphg.me/tPhA3B,Венарус,Аптека,31960,30581,815,815,0
KNT CRM,Внутренние СМС,2023-06-28,762,20892 |  Венарус | Аптека Россия . Продукт | 28.06.2023,Сезон коротких юбок и открытых ног в разгаре! Делимся алгоритмом рекомендаций венотоников при варикозе! bphg.me/tPhA3B,Венарус,Педиатры,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-28,762,20892 |  Венарус | Аптека Россия . Продукт | 28.06.2023,Сезон коротких юбок и открытых ног в разгаре! Делимся алгоритмом рекомендаций венотоников при варикозе! bphg.me/tPhA3B,Венарус,Терапевты,2,2,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,435,Лотерея | Чат бот | Отправка значения купона в смс,"{{GivenNameSurname}}, ваш код участия: {{CouponValue}}",No Brand,Аптека,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,766,"21065 | Венарус | Аптека, ФП и руководители Беларусь. Продукт | 29.06.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/nrUbTb,Венарус,Аптека,516,507,47,47,0
KNT CRM,Внутренние СМС,2023-06-29,766,"21065 | Венарус | Аптека, ФП и руководители Беларусь. Продукт | 29.06.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/nrUbTb,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,767,"21065 | Венарус | Терапевты, МП и руководители Беларусь. Продукт | 29.06.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/inrqCo,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,767,"21065 | Венарус | Терапевты, МП и руководители Беларусь. Продукт | 29.06.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/inrqCo,Венарус,Терапевты,36,36,11,11,0
KNT CRM,Внутренние СМС,2023-06-29,768,"21064 | Максилак | Педиатры, МП и руководители Армения. Продукт | 29.06.2023",Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/nxxcg4,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,768,"21064 | Максилак | Педиатры, МП и руководители Армения. Продукт | 29.06.2023",Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/nxxcg4,Максилак,Педиатры,106,106,14,14,0
KNT CRM,Внутренние СМС,2023-06-29,769,"21064 | Максилак | Терапевты, МП и руководители Армения. Продукт | 29.06.2023",Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/RCqlBN,Максилак,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,769,"21064 | Максилак | Терапевты, МП и руководители Армения. Продукт | 29.06.2023",Новое исследование! Повышаем эффективность АНТИбиотика при помощи ПРОбиотика. Время чтения 3 мин bphg.me/RCqlBN,Максилак,Терапевты,60,59,12,12,0
KNT CRM,Внутренние СМС,2023-06-29,771,20973 | Максилак | Гастро и МП Россия. Продукт | 29.06.2023,"Все ли пробиотики одинаково эффективны? Время чтения 1,5 минуты: bphg.me/0oXGxl",Максилак,Гастроэнтерологи,2853,2785,272,272,0
KNT CRM,Внутренние СМС,2023-06-29,771,20973 | Максилак | Гастро и МП Россия. Продукт | 29.06.2023,"Все ли пробиотики одинаково эффективны? Время чтения 1,5 минуты: bphg.me/0oXGxl",Максилак,Педиатры,2,2,0,0,0
KNT CRM,Внутренние СМС,2023-06-29,771,20973 | Максилак | Гастро и МП Россия. Продукт | 29.06.2023,"Все ли пробиотики одинаково эффективны? Время чтения 1,5 минуты: bphg.me/0oXGxl",Максилак,Терапевты,2,2,0,0,0
KNT CRM,Внутренние СМС,2023-07-04,773,"21066 | Венарус | Аптека, ФП и руководство Казахстан. Продукт | 04.07.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/pABpL0,Венарус,Аптека,1196,1122,44,44,0
KNT CRM,Внутренние СМС,2023-07-04,773,"21066 | Венарус | Аптека, ФП и руководство Казахстан. Продукт | 04.07.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/pABpL0,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-04,774,"21066 | Венарус | Терапевты, МП и руководство Казахстан. Продукт | 04.07.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/VrJfAr,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-04,774,"21066 | Венарус | Терапевты, МП и руководство Казахстан. Продукт | 04.07.2023",Короткое видео всего за 8 минут расширит границы знаний в вопросах заболеваний вен и методах терапии. Подробнее: bphg.me/VrJfAr,Венарус,Терапевты,604,586,29,29,0
KNT CRM,Внутренние СМС,2023-07-05,779,21329 | Кипферон | АБ 1. Продукт | 05.07.2023,В гостях Простудовская Бактерия Вирусовна! Как бороться с главным противником всех педиатров? Смотреть 1ю серию мини-сериала bphg.me/wSwfuy,Кипферон,Педиатры,255,241,21,21,0
KNT CRM,Внутренние СМС,2023-07-05,780,21329 | Кипферон | АБ 2. Продукт | 05.07.2023,Вышел мини-сериал о главном противнике мам и педиатров – ОРВИ! Первая серия по ссылке bphg.me/Ky1x4I,Кипферон,Педиатры,254,246,14,14,0
KNT CRM,Внутренние СМС,2023-07-07,787,"21503 | Венарус | Терапевты, руководство и МП Казахстан. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/itPPfi,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-07,787,"21503 | Венарус | Терапевты, руководство и МП Казахстан. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/itPPfi,Венарус,Терапевты,604,583,19,19,0
KNT CRM,Внутренние СМС,2023-07-07,788,"21503 | Венарус | Аптека, руководство и ФП Казахстан. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/Y8ex3v,Венарус,Аптека,1196,1129,36,36,0
KNT CRM,Внутренние СМС,2023-07-07,788,"21503 | Венарус | Аптека, руководство и ФП Казахстан. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/Y8ex3v,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-07,789,"21503 | Венарус | Терапевты, руководство и МП Беларусь. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/CnBaNH,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-07,789,"21503 | Венарус | Терапевты, руководство и МП Беларусь. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/CnBaNH,Венарус,Терапевты,36,35,9,9,0
KNT CRM,Внутренние СМС,2023-07-07,790,"21503 | Венарус | Аптека, руководство и ФП Беларусь. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/MlM4e7,Венарус,Аптека,516,506,23,23,0
KNT CRM,Внутренние СМС,2023-07-07,790,"21503 | Венарус | Аптека, руководство и ФП Беларусь. Продукт | 07.07.2023",Узнай почему врачи назначают венотоники после перенесенной вирусной инфекции и COVID-19 bphg.me/MlM4e7,Венарус,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-10,797,21331 | Альфаксим | Гастроэнтерологи Россия. Продукт . СМС-триггер | 10.07.2023,Рефрактерное течение СРК. Практическое руководство: психолог — гастроэнтерологу. Смотрите видеообзор от экспертов bphg.me/67XNvl,Альфаксим,Гастроэнтерологи,2787,2718,241,241,0
KNT CRM,Внутренние СМС,2023-07-10,797,21331 | Альфаксим | Гастроэнтерологи Россия. Продукт . СМС-триггер | 10.07.2023,Рефрактерное течение СРК. Практическое руководство: психолог — гастроэнтерологу. Смотрите видеообзор от экспертов bphg.me/67XNvl,Альфаксим,Педиатры,2,2,0,0,0
KNT CRM,Внутренние СМС,2023-07-10,797,21331 | Альфаксим | Гастроэнтерологи Россия. Продукт . СМС-триггер | 10.07.2023,Рефрактерное течение СРК. Практическое руководство: психолог — гастроэнтерологу. Смотрите видеообзор от экспертов bphg.me/67XNvl,Альфаксим,Терапевты,3,3,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,801,21504 | Кагоцел | Терапевты Казахстан. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/5mFcDu",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,801,21504 | Кагоцел | Терапевты Казахстан. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/5mFcDu",Кагоцел,Терапевты,604,592,18,18,0
KNT CRM,Внутренние СМС,2023-07-11,802,21504 | Кагоцел | Аптека Казахстан. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/Knx7VF",Кагоцел,Аптека,1196,1133,26,26,0
KNT CRM,Внутренние СМС,2023-07-11,802,21504 | Кагоцел | Аптека Казахстан. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/Knx7VF",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,803,21504 | Кагоцел | Педиатры Казахстан. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/na77nM",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,803,21504 | Кагоцел | Педиатры Казахстан. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/na77nM",Кагоцел,Педиатры,192,190,13,13,0
KNT CRM,Внутренние СМС,2023-07-11,804,21504 | Кагоцел | Терапевты Беларусь. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/8tGiMR",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,804,21504 | Кагоцел | Терапевты Беларусь. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/8tGiMR",Кагоцел,Терапевты,36,36,6,6,0
KNT CRM,Внутренние СМС,2023-07-11,805,21504 | Кагоцел | Аптека Беларусь. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/SWiKPM",Кагоцел,Аптека,516,508,32,32,0
KNT CRM,Внутренние СМС,2023-07-11,805,21504 | Кагоцел | Аптека Беларусь. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/SWiKPM",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,806,21504 | Кагоцел | Педиатры Беларусь. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/hCeTht",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,806,21504 | Кагоцел | Педиатры Беларусь. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/hCeTht",Кагоцел,Педиатры,310,300,15,15,0
KNT CRM,Внутренние СМС,2023-07-11,807,21504 | Кагоцел | Терапевты Армения. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/rUtwc3",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,807,21504 | Кагоцел | Терапевты Армения. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/rUtwc3",Кагоцел,Терапевты,60,59,6,6,0
KNT CRM,Внутренние СМС,2023-07-11,808,21504 | Кагоцел | Аптека Армения. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/luBGb0",Кагоцел,Аптека,78,75,6,6,0
KNT CRM,Внутренние СМС,2023-07-11,808,21504 | Кагоцел | Аптека Армения. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/luBGb0",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,809,21504 | Кагоцел | Педиатры Армения. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/hNeagI",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-11,809,21504 | Кагоцел | Педиатры Армения. Продукт | 11.07.2023,"Лето – не время болеть. Узнайте у клин. фармаколога Кукес И.В., чем защитить себя от ОРВИ, и что рекомендовать покупателям? bphg.me/hNeagI",Кагоцел,Педиатры,106,104,8,8,0
KNT CRM,Внутренние СМС,2023-07-12,812,21566 | Диартрин | Ревматологи Россия. Продукт | 12.07.2023,Остеоартрит: что нового в диагностике и терапии? Узнайте в видео-обзоре к.м.н. Смитиенко И.О. bphg.me/Beirkw,Диартрин,Ревматологи,1314,1286,143,143,0
KNT CRM,Внутренние СМС,2023-07-12,812,21566 | Диартрин | Ревматологи Россия. Продукт | 12.07.2023,Остеоартрит: что нового в диагностике и терапии? Узнайте в видео-обзоре к.м.н. Смитиенко И.О. bphg.me/Beirkw,Диартрин,Терапевты,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,818,21684 | Максилак | Аптека Россия . Продукт | 13.07.2023,"💊 Эффективный курс пробиотиков при различных запросах покупателей. Проверьте себя за 1,5 минуты bphg.me/4RkkLy",Максилак,Аптека,34686,33020,1562,1562,0
KNT CRM,Внутренние СМС,2023-07-13,818,21684 | Максилак | Аптека Россия . Продукт | 13.07.2023,"💊 Эффективный курс пробиотиков при различных запросах покупателей. Проверьте себя за 1,5 минуты bphg.me/4RkkLy",Максилак,Педиатры,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,818,21684 | Максилак | Аптека Россия . Продукт | 13.07.2023,"💊 Эффективный курс пробиотиков при различных запросах покупателей. Проверьте себя за 1,5 минуты bphg.me/4RkkLy",Максилак,Терапевты,2,2,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,819,21533 | Альбендазол | Педиатры Россия. Продукт . СМС-триггер | 13.07.2023,Чужой внутри: основные аспекты профилактики нематодозов в практике педиатра. Читать краткий обзор bphg.me/0sKkQE,Альбендазол,Гастроэнтерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,819,21533 | Альбендазол | Педиатры Россия. Продукт . СМС-триггер | 13.07.2023,Чужой внутри: основные аспекты профилактики нематодозов в практике педиатра. Читать краткий обзор bphg.me/0sKkQE,Альбендазол,Педиатры,12739,12190,477,477,0
KNT CRM,Внутренние СМС,2023-07-13,819,21533 | Альбендазол | Педиатры Россия. Продукт . СМС-триггер | 13.07.2023,Чужой внутри: основные аспекты профилактики нематодозов в практике педиатра. Читать краткий обзор bphg.me/0sKkQE,Альбендазол,Терапевты,2,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,820,"21330 | Гастростат, Урдокса | Терапевты Россия. Продукт . СМС-триггер | 13.07.2023",Особенности диагностики рефрактерной ГЭРБ. Разбор клинического случая от к.м.н Стороновой О. А. bphg.me/topUIV,"Гастростат, Урдокса",Гастроэнтерологи,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,820,"21330 | Гастростат, Урдокса | Терапевты Россия. Продукт . СМС-триггер | 13.07.2023",Особенности диагностики рефрактерной ГЭРБ. Разбор клинического случая от к.м.н Стороновой О. А. bphg.me/topUIV,"Гастростат, Урдокса",Педиатры,11465,10953,0,0,0
KNT CRM,Внутренние СМС,2023-07-13,820,"21330 | Гастростат, Урдокса | Терапевты Россия. Продукт . СМС-триггер | 13.07.2023",Особенности диагностики рефрактерной ГЭРБ. Разбор клинического случая от к.м.н Стороновой О. А. bphg.me/topUIV,"Гастростат, Урдокса",Терапевты,1,1,403,403,0
KNT CRM,Внутренние СМС,2023-07-14,825,21505 | Кагоцел | Педиатры Армения. Продукт | 14.07.2023,"Собираясь на отдых, не забудьте препарат с профилактическим эффектом от ОРВИ. Забота об иммунитете – залог здорового лета: bphg.me/yfpN7I",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-14,825,21505 | Кагоцел | Педиатры Армения. Продукт | 14.07.2023,"Собираясь на отдых, не забудьте препарат с профилактическим эффектом от ОРВИ. Забота об иммунитете – залог здорового лета: bphg.me/yfpN7I",Кагоцел,Педиатры,106,105,11,11,0
KNT CRM,Внутренние СМС,2023-07-14,826,21505 | Кагоцел | Педиатры Казахстан. Продукт | 14.07.2023,"Собираясь на отдых, не забудьте препарат с профилактическим эффектом от ОРВИ. Забота об иммунитете – залог здорового лета: bphg.me/A7jHPS",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-14,826,21505 | Кагоцел | Педиатры Казахстан. Продукт | 14.07.2023,"Собираясь на отдых, не забудьте препарат с профилактическим эффектом от ОРВИ. Забота об иммунитете – залог здорового лета: bphg.me/A7jHPS",Кагоцел,Педиатры,192,187,13,13,0
KNT CRM,Внутренние СМС,2023-07-14,827,21505 | Кагоцел | Педиатры Беларусь. Продукт | 14.07.2023,"Собираясь на отдых, не забудьте препарат с профилактическим эффектом от ОРВИ. Забота об иммунитете – залог здорового лета: bphg.me/0QJHll",Кагоцел,Не указано,1,1,0,0,0
KNT CRM,Внутренние СМС,2023-07-14,827,21505 | Кагоцел | Педиатры Беларусь. Продукт | 14.07.2023,"Собираясь на отдых, не забудьте препарат с профилактическим эффектом от ОРВИ. Забота об иммунитете – залог здорового лета: bphg.me/0QJHll",Кагоцел,Педиатры,310,300,16,16,0
